Date,Service,Ligne,Nom_de_la_ligne,Taux_de_ponctualité,Nombre_de_voyageurs_à_l'heure_pour_un_voyageur_en_retard
11/1/2018,Transilien,P,Paris Est,83.60,6.50
11/1/2018,Transilien,R,Paris Sud Est,83.60,4.70
11/1/2018,Transilien,U,La Verrière - La Défense,83.60,9.40
12/1/2018,RER,A,RER A,83.60,5.30
12/1/2018,RER,B,RER B,83.60,5.90
12/1/2018,RER,C,RER C,83.60,6.90
12/1/2018,RER,D,RER D,83.60,6.70
12/1/2018,RER,E,RER E,83.60,14.60
12/1/2018,Transilien,H,Paris Nord Ouest,83.60,13.70
12/1/2018,Transilien,J,Paris Saint-Lazare Nord,83.60,7.70
12/1/2018,Transilien,K,Paris Nord Crépy,83.60,13.30
12/1/2018,Transilien,L,Paris Saint-Lazare Sud,83.60,11.70
12/1/2018,Transilien,N,Paris Montparnasse,83.60,6.10
12/1/2018,Transilien,P,Paris Est,83.60,7.20
12/1/2018,Transilien,R,Paris Sud Est,83.60,5.80
12/1/2018,Transilien,U,La Verrière - La Défense,83.60,10.90
1/1/2019,RER,A,RER A,83.60,5.70
1/1/2019,RER,B,RER B,83.60,5.20
1/1/2019,RER,C,RER C,83.60,7.40
1/1/2019,RER,D,RER D,83.60,5.30
1/1/2019,RER,E,RER E,83.60,11.50
1/1/2019,Transilien,H,Paris Nord Ouest,83.60,15.90
1/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,9.00
1/1/2019,Transilien,K,Paris Nord Crépy,83.60,5.80
1/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,11.00
1/1/2019,Transilien,N,Paris Montparnasse,83.60,6.80
1/1/2019,Transilien,P,Paris Est,83.60,5.80
1/1/2019,Transilien,R,Paris Sud Est,83.60,4.10
1/1/2019,Transilien,U,La Verrière - La Défense,83.60,13.10
2/1/2019,RER,A,RER A,83.60,6.60
2/1/2019,RER,B,RER B,83.60,5.50
2/1/2019,RER,C,RER C,83.60,6.00
2/1/2019,RER,D,RER D,83.60,5.90
2/1/2019,RER,E,RER E,83.60,13.40
2/1/2019,Transilien,H,Paris Nord Ouest,83.60,14.20
2/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,11.10
2/1/2019,Transilien,K,Paris Nord Crépy,83.60,18.50
2/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,19.50
2/1/2019,Transilien,N,Paris Montparnasse,83.60,13.00
2/1/2019,Transilien,P,Paris Est,83.60,6.40
2/1/2019,Transilien,R,Paris Sud Est,83.60,5.40
2/1/2019,Transilien,U,La Verrière - La Défense,83.60,27.90
3/1/2019,RER,A,RER A,83.60,7.50
3/1/2019,RER,B,RER B,83.60,8.10
3/1/2019,RER,C,RER C,83.60,11.00
3/1/2019,RER,D,RER D,83.60,8.50
3/1/2019,RER,E,RER E,83.60,20.20
3/1/2019,Transilien,H,Paris Nord Ouest,83.60,26.20
3/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,11.10
3/1/2019,Transilien,K,Paris Nord Crépy,83.60,20.00
3/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,15.20
3/1/2019,Transilien,N,Paris Montparnasse,83.60,13.40
3/1/2019,Transilien,P,Paris Est,83.60,9.80
3/1/2019,Transilien,R,Paris Sud Est,83.60,7.80
3/1/2019,Transilien,U,La Verrière - La Défense,83.60,23.70
4/1/2019,RER,A,RER A,83.60,8.40
4/1/2019,RER,B,RER B,83.60,7.10
4/1/2019,RER,C,RER C,83.60,10.00
4/1/2019,RER,D,RER D,83.60,6.70
4/1/2019,RER,E,RER E,83.60,10.00
4/1/2019,Transilien,H,Paris Nord Ouest,83.60,25.80
4/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,11.30
4/1/2019,Transilien,K,Paris Nord Crépy,83.60,28.90
4/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,14.50
4/1/2019,Transilien,N,Paris Montparnasse,83.60,17.00
4/1/2019,Transilien,P,Paris Est,83.60,9.20
4/1/2019,Transilien,R,Paris Sud Est,83.60,8.10
4/1/2019,Transilien,U,La Verrière - La Défense,83.60,33.10
5/1/2019,RER,A,RER A,83.60,7.70
5/1/2019,RER,B,RER B,83.60,8.30
5/1/2019,RER,C,RER C,83.60,10.10
5/1/2019,RER,D,RER D,83.60,7.00
5/1/2019,RER,E,RER E,83.60,23.50
5/1/2019,Transilien,H,Paris Nord Ouest,83.60,12.50
5/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,11.40
5/1/2019,Transilien,K,Paris Nord Crépy,83.60,12.80
5/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,11.20
5/1/2019,Transilien,N,Paris Montparnasse,83.60,15.90
5/1/2019,Transilien,P,Paris Est,83.60,10.90
5/1/2019,Transilien,R,Paris Sud Est,83.60,10.80
5/1/2019,Transilien,U,La Verrière - La Défense,83.60,15.50
6/1/2019,RER,A,RER A,83.60,6.50
6/1/2019,RER,B,RER B,83.60,5.50
6/1/2019,RER,C,RER C,83.60,6.20
6/1/2019,RER,D,RER D,83.60,6.30
6/1/2019,RER,E,RER E,83.60,10.10
6/1/2019,Transilien,H,Paris Nord Ouest,83.60,13.20
6/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,6.20
6/1/2019,Transilien,K,Paris Nord Crépy,83.60,12.30
6/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,11.70
6/1/2019,Transilien,N,Paris Montparnasse,83.60,12.20
6/1/2019,Transilien,P,Paris Est,83.60,6.60
6/1/2019,Transilien,R,Paris Sud Est,83.60,5.20
6/1/2019,Transilien,U,La Verrière - La Défense,83.60,16.00
7/1/2019,RER,A,RER A,83.60,5.40
7/1/2019,RER,B,RER B,83.60,5.60
7/1/2019,RER,C,RER C,83.60,6.80
7/1/2019,RER,D,RER D,83.60,5.70
7/1/2019,RER,E,RER E,83.60,10.10
7/1/2019,Transilien,H,Paris Nord Ouest,83.60,14.80
7/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,10.00
7/1/2019,Transilien,K,Paris Nord Crépy,83.60,13.70
7/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,15.00
7/1/2019,Transilien,N,Paris Montparnasse,83.60,12.20
7/1/2019,Transilien,P,Paris Est,83.60,4.80
7/1/2019,Transilien,R,Paris Sud Est,83.60,6.40
7/1/2019,Transilien,U,La Verrière - La Défense,83.60,19.30
8/1/2019,RER,A,RER A,83.60,15.80
8/1/2019,RER,B,RER B,83.60,10.40
8/1/2019,RER,C,RER C,83.60,14.10
8/1/2019,RER,D,RER D,83.60,7.80
8/1/2019,RER,E,RER E,83.60,5.70
8/1/2019,Transilien,H,Paris Nord Ouest,83.60,19.00
8/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,16.90
8/1/2019,Transilien,K,Paris Nord Crépy,83.60,20.90
8/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,30.00
8/1/2019,Transilien,N,Paris Montparnasse,83.60,20.10
8/1/2019,Transilien,P,Paris Est,83.60,10.80
8/1/2019,Transilien,R,Paris Sud Est,83.60,6.50
8/1/2019,Transilien,U,La Verrière - La Défense,83.60,30.40
9/1/2019,RER,A,RER A,83.60,7.00
9/1/2019,RER,B,RER B,83.60,4.60
9/1/2019,RER,C,RER C,83.60,8.10
9/1/2019,RER,D,RER D,83.60,6.60
9/1/2019,RER,E,RER E,83.60,9.10
9/1/2019,Transilien,H,Paris Nord Ouest,83.60,27.50
9/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,10.70
9/1/2019,Transilien,K,Paris Nord Crépy,83.60,10.40
9/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,15.20
9/1/2019,Transilien,N,Paris Montparnasse,83.60,13.70
9/1/2019,Transilien,P,Paris Est,83.60,6.10
9/1/2019,Transilien,R,Paris Sud Est,83.60,6.30
9/1/2019,Transilien,U,La Verrière - La Défense,83.60,23.20
10/1/2019,RER,A,RER A,83.60,6.10
10/1/2019,RER,B,RER B,83.60,3.30
10/1/2019,RER,C,RER C,83.60,4.80
10/1/2019,RER,D,RER D,83.60,4.00
10/1/2019,RER,E,RER E,83.60,10.60
10/1/2019,Transilien,H,Paris Nord Ouest,83.60,9.30
10/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,6.40
10/1/2019,Transilien,K,Paris Nord Crépy,83.60,6.50
10/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,8.80
10/1/2019,Transilien,N,Paris Montparnasse,83.60,7.20
10/1/2019,Transilien,P,Paris Est,83.60,8.00
10/1/2019,Transilien,R,Paris Sud Est,83.60,4.30
10/1/2019,Transilien,U,La Verrière - La Défense,83.60,11.20
11/1/2019,RER,A,RER A,83.60,4.60
11/1/2019,RER,B,RER B,83.60,3.60
11/1/2019,RER,C,RER C,83.60,4.20
11/1/2019,RER,D,RER D,83.60,4.90
11/1/2019,RER,E,RER E,83.60,10.50
11/1/2019,Transilien,H,Paris Nord Ouest,83.60,15.10
11/1/2019,Transilien,J,Paris Saint-Lazare Nord,83.60,7.30
11/1/2019,Transilien,K,Paris Nord Crépy,83.60,15.00
11/1/2019,Transilien,L,Paris Saint-Lazare Sud,83.60,11.20
11/1/2019,Transilien,N,Paris Montparnasse,83.60,10.40
11/1/2019,Transilien,P,Paris Est,83.60,6.90
11/1/2019,Transilien,R,Paris Sud Est,83.60,6.30
11/1/2019,Transilien,U,La Verrière - La Défense,83.60,27.70
2/1/2020,RER,A,RER A,83.60,4.89
2/1/2020,RER,B,RER B,83.60,4.01
2/1/2020,RER,C,RER C,83.60,4.97
2/1/2020,RER,D,RER D,83.60,5.37
2/1/2020,RER,E,RER E,83.60,7.37
2/1/2020,Transilien,H,Paris Nord Ouest,83.60,9.59
2/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,6.62
2/1/2020,Transilien,K,Paris Nord Crépy,83.60,13.61
2/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,13.01
2/1/2020,Transilien,N,Paris Montparnasse,83.60,11.70
2/1/2020,Transilien,P,Paris Est,83.60,8.19
2/1/2020,Transilien,R,Paris Sud Est,83.60,4.19
2/1/2020,Transilien,U,La Verrière - La Défense,83.60,20.64
3/1/2020,RER,A,RER A,83.60,8.86
3/1/2020,RER,B,RER B,83.60,2.78
3/1/2020,RER,C,RER C,83.60,14.25
3/1/2020,RER,D,RER D,83.60,5.53
3/1/2020,RER,E,RER E,83.60,9.38
3/1/2020,Transilien,H,Paris Nord Ouest,83.60,19.55
3/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,9.80
3/1/2020,Transilien,K,Paris Nord Crépy,83.60,10.20
3/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,16.27
3/1/2020,Transilien,N,Paris Montparnasse,83.60,20.16
3/1/2020,Transilien,P,Paris Est,83.60,7.84
3/1/2020,Transilien,R,Paris Sud Est,83.60,5.75
3/1/2020,Transilien,U,La Verrière - La Défense,83.60,168.69
6/1/2020,RER,A,RER A,83.60,5.19
6/1/2020,RER,B,RER B,83.60,6.24
6/1/2020,RER,C,RER C,83.60,5.82
6/1/2020,RER,D,RER D,83.60,9.68
6/1/2020,RER,E,RER E,83.60,8.27
6/1/2020,Transilien,H,Paris Nord Ouest,83.60,13.12
6/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,10.13
6/1/2020,Transilien,K,Paris Nord Crépy,83.60,12.41
6/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,13.94
6/1/2020,Transilien,N,Paris Montparnasse,83.60,9.95
6/1/2020,Transilien,P,Paris Est,83.60,12.40
6/1/2020,Transilien,R,Paris Sud Est,83.60,8.09
6/1/2020,Transilien,U,La Verrière - La Défense,83.60,21.13
7/1/2020,RER,A,RER A,83.60,8.12
7/1/2020,RER,B,RER B,83.60,8.21
7/1/2020,RER,C,RER C,83.60,11.94
7/1/2020,RER,D,RER D,83.60,7.93
7/1/2020,RER,E,RER E,83.60,15.11
7/1/2020,Transilien,H,Paris Nord Ouest,83.60,16.24
7/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,12.32
7/1/2020,Transilien,K,Paris Nord Crépy,83.60,13.79
7/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,31.17
7/1/2020,Transilien,N,Paris Montparnasse,83.60,16.07
7/1/2020,Transilien,P,Paris Est,83.60,9.48
7/1/2020,Transilien,R,Paris Sud Est,83.60,9.14
7/1/2020,Transilien,U,La Verrière - La Défense,83.60,30.54
8/1/2020,RER,A,RER A,83.60,6.06
8/1/2020,RER,B,RER B,83.60,3.29
8/1/2020,RER,C,RER C,83.60,13.61
8/1/2020,RER,D,RER D,83.60,7.00
8/1/2020,RER,E,RER E,83.60,10.81
8/1/2020,Transilien,H,Paris Nord Ouest,83.60,9.77
8/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,14.42
8/1/2020,Transilien,K,Paris Nord Crépy,83.60,3.33
8/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,23.83
8/1/2020,Transilien,N,Paris Montparnasse,83.60,18.87
8/1/2020,Transilien,P,Paris Est,83.60,9.79
8/1/2020,Transilien,R,Paris Sud Est,83.60,12.56
8/1/2020,Transilien,U,La Verrière - La Défense,83.60,29.90
9/1/2020,RER,A,RER A,83.60,6.94
9/1/2020,RER,B,RER B,83.60,5.03
9/1/2020,RER,C,RER C,83.60,10.20
9/1/2020,RER,D,RER D,83.60,7.06
9/1/2020,RER,E,RER E,83.60,11.93
9/1/2020,Transilien,H,Paris Nord Ouest,83.60,16.45
9/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,10.74
9/1/2020,Transilien,K,Paris Nord Crépy,83.60,14.62
9/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,16.94
9/1/2020,Transilien,N,Paris Montparnasse,83.60,14.74
9/1/2020,Transilien,P,Paris Est,83.60,13.28
9/1/2020,Transilien,R,Paris Sud Est,83.60,9.66
9/1/2020,Transilien,U,La Verrière - La Défense,83.60,28.93
10/1/2020,RER,A,RER A,83.60,4.71
10/1/2020,RER,B,RER B,83.60,4.84
10/1/2020,RER,C,RER C,83.60,6.36
10/1/2020,RER,D,RER D,83.60,6.57
10/1/2020,RER,E,RER E,83.60,12.88
10/1/2020,Transilien,H,Paris Nord Ouest,83.60,12.59
10/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,8.50
10/1/2020,Transilien,K,Paris Nord Crépy,83.60,7.09
10/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,10.25
10/1/2020,Transilien,N,Paris Montparnasse,83.60,13.84
10/1/2020,Transilien,P,Paris Est,83.60,10.73
10/1/2020,Transilien,R,Paris Sud Est,83.60,7.25
10/1/2020,Transilien,U,La Verrière - La Défense,83.60,23.27
11/1/2020,RER,A,RER A,83.60,9.14
11/1/2020,RER,B,RER B,83.60,7.12
11/1/2020,RER,C,RER C,83.60,10.96
11/1/2020,RER,D,RER D,83.60,8.12
11/1/2020,RER,E,RER E,83.60,20.33
11/1/2020,Transilien,H,Paris Nord Ouest,83.60,21.55
11/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,13.24
11/1/2020,Transilien,K,Paris Nord Crépy,83.60,16.11
11/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,25.27
11/1/2020,Transilien,N,Paris Montparnasse,83.60,9.59
11/1/2020,Transilien,P,Paris Est,83.60,15.04
11/1/2020,Transilien,R,Paris Sud Est,83.60,9.50
11/1/2020,Transilien,U,La Verrière - La Défense,83.60,22.99
12/1/2020,RER,A,RER A,83.60,7.88
12/1/2020,RER,B,RER B,83.60,7.54
12/1/2020,RER,C,RER C,83.60,12.00
12/1/2020,RER,D,RER D,83.60,7.04
12/1/2020,RER,E,RER E,83.60,14.57
12/1/2020,Transilien,H,Paris Nord Ouest,83.60,26.67
12/1/2020,Transilien,J,Paris Saint-Lazare Nord,83.60,11.63
12/1/2020,Transilien,K,Paris Nord Crépy,83.60,17.00
12/1/2020,Transilien,L,Paris Saint-Lazare Sud,83.60,15.49
12/1/2020,Transilien,N,Paris Montparnasse,83.60,21.11
12/1/2020,Transilien,P,Paris Est,83.60,12.85
12/1/2020,Transilien,R,Paris Sud Est,83.60,6.69
12/1/2020,Transilien,U,La Verrière - La Défense,83.60,27.06
1/1/2021,RER,A,RER A,83.60,5.13
1/1/2021,RER,B,RER B,83.60,6.00
1/1/2021,RER,C,RER C,83.60,9.07
1/1/2021,RER,D,RER D,83.60,6.10
1/1/2021,RER,E,RER E,83.60,17.84
1/1/2021,Transilien,H,Paris Nord Ouest,83.60,17.77
1/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,11.60
1/1/2021,Transilien,K,Paris Nord Crépy,83.60,18.04
1/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,23.92
1/1/2021,Transilien,N,Paris Montparnasse,83.60,17.58
1/1/2021,Transilien,P,Paris Est,83.60,11.02
1/1/2021,Transilien,R,Paris Sud Est,83.60,8.32
1/1/2021,Transilien,U,La Verrière - La Défense,83.60,31.83
2/1/2021,RER,A,RER A,83.60,4.01
2/1/2021,RER,B,RER B,83.60,4.93
2/1/2021,RER,C,RER C,83.60,6.35
2/1/2021,RER,D,RER D,83.60,6.01
2/1/2021,RER,E,RER E,83.60,15.89
2/1/2021,Transilien,H,Paris Nord Ouest,83.60,19.46
2/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,7.07
2/1/2021,Transilien,K,Paris Nord Crépy,83.60,10.07
2/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,8.46
2/1/2021,Transilien,N,Paris Montparnasse,83.60,9.19
2/1/2021,Transilien,P,Paris Est,83.60,8.80
2/1/2021,Transilien,R,Paris Sud Est,83.60,5.76
2/1/2021,Transilien,U,La Verrière - La Défense,83.60,14.77
3/1/2021,RER,A,RER A,83.60,7.92
3/1/2021,RER,B,RER B,83.60,7.82
3/1/2021,RER,C,RER C,83.60,14.56
3/1/2021,RER,D,RER D,83.60,9.87
3/1/2021,RER,E,RER E,83.60,15.45
3/1/2021,Transilien,H,Paris Nord Ouest,83.60,23.85
3/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,15.12
3/1/2021,Transilien,K,Paris Nord Crépy,83.60,18.53
3/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,19.06
3/1/2021,Transilien,N,Paris Montparnasse,83.60,12.69
3/1/2021,Transilien,P,Paris Est,83.60,11.96
3/1/2021,Transilien,R,Paris Sud Est,83.60,8.17
3/1/2021,Transilien,U,La Verrière - La Défense,83.60,20.67
4/1/2021,RER,A,RER A,83.60,17.87
4/1/2021,RER,B,RER B,83.60,7.78
4/1/2021,RER,C,RER C,83.60,13.98
4/1/2021,RER,D,RER D,83.60,11.28
4/1/2021,RER,E,RER E,83.60,21.98
4/1/2021,Transilien,H,Paris Nord Ouest,83.60,25.40
4/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,21.94
4/1/2021,Transilien,K,Paris Nord Crépy,83.60,14.70
4/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,37.57
4/1/2021,Transilien,N,Paris Montparnasse,83.60,14.79
4/1/2021,Transilien,P,Paris Est,83.60,18.90
4/1/2021,Transilien,R,Paris Sud Est,83.60,7.50
4/1/2021,Transilien,U,La Verrière - La Défense,83.60,21.64
5/1/2021,RER,A,RER A,83.60,15.04
5/1/2021,RER,B,RER B,83.60,8.95
5/1/2021,RER,C,RER C,83.60,13.08
5/1/2021,RER,D,RER D,83.60,9.50
5/1/2021,RER,E,RER E,83.60,22.54
5/1/2021,Transilien,H,Paris Nord Ouest,83.60,26.21
5/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,24.65
5/1/2021,Transilien,K,Paris Nord Crépy,83.60,22.80
5/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,39.09
5/1/2021,Transilien,N,Paris Montparnasse,83.60,15.44
5/1/2021,Transilien,P,Paris Est,83.60,19.50
5/1/2021,Transilien,R,Paris Sud Est,83.60,7.93
5/1/2021,Transilien,U,La Verrière - La Défense,83.60,34.68
6/1/2021,RER,A,RER A,83.60,9.05
6/1/2021,RER,B,RER B,83.60,4.66
6/1/2021,RER,C,RER C,83.60,12.88
6/1/2021,RER,D,RER D,83.60,8.36
6/1/2021,RER,E,RER E,83.60,11.06
6/1/2021,Transilien,H,Paris Nord Ouest,83.60,12.37
6/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,9.20
6/1/2021,Transilien,K,Paris Nord Crépy,83.60,12.44
6/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,21.81
6/1/2021,Transilien,N,Paris Montparnasse,83.60,11.94
6/1/2021,Transilien,P,Paris Est,83.60,7.44
6/1/2021,Transilien,R,Paris Sud Est,83.60,8.93
6/1/2021,Transilien,U,La Verrière - La Défense,83.60,23.98
7/1/2021,RER,A,RER A,83.60,7.79
7/1/2021,RER,B,RER B,83.60,5.71
7/1/2021,RER,C,RER C,83.60,12.64
7/1/2021,RER,D,RER D,83.60,7.68
7/1/2021,RER,E,RER E,83.60,11.47
7/1/2021,Transilien,H,Paris Nord Ouest,83.60,28.84
7/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,14.80
7/1/2021,Transilien,K,Paris Nord Crépy,83.60,13.94
7/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,28.67
7/1/2021,Transilien,N,Paris Montparnasse,83.60,21.10
7/1/2021,Transilien,P,Paris Est,83.60,12.08
7/1/2021,Transilien,R,Paris Sud Est,83.60,9.84
7/1/2021,Transilien,U,La Verrière - La Défense,83.60,38.83
8/1/2021,RER,A,RER A,83.60,10.30
8/1/2021,RER,B,RER B,83.60,3.12
8/1/2021,RER,C,RER C,83.60,19.68
8/1/2021,RER,D,RER D,83.60,8.02
8/1/2021,RER,E,RER E,83.60,23.29
8/1/2021,Transilien,H,Paris Nord Ouest,83.60,31.47
8/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,28.95
8/1/2021,Transilien,K,Paris Nord Crépy,83.60,20.55
8/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,30.45
8/1/2021,Transilien,N,Paris Montparnasse,83.60,31.37
8/1/2021,Transilien,P,Paris Est,83.60,17.82
8/1/2021,Transilien,R,Paris Sud Est,83.60,10.73
8/1/2021,Transilien,U,La Verrière - La Défense,83.60,44.14
9/1/2021,RER,A,RER A,83.60,6.31
9/1/2021,RER,B,RER B,83.60,4.27
9/1/2021,RER,C,RER C,83.60,13.61
9/1/2021,RER,D,RER D,83.60,6.51
9/1/2021,RER,E,RER E,83.60,15.58
9/1/2021,Transilien,H,Paris Nord Ouest,83.60,26.09
9/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,13.57
9/1/2021,Transilien,K,Paris Nord Crépy,83.60,20.88
9/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,12.86
9/1/2021,Transilien,N,Paris Montparnasse,83.60,17.89
9/1/2021,Transilien,P,Paris Est,83.60,10.54
9/1/2021,Transilien,R,Paris Sud Est,83.60,7.43
9/1/2021,Transilien,U,La Verrière - La Défense,83.60,19.63
10/1/2021,RER,A,RER A,83.60,6.46
10/1/2021,RER,B,RER B,83.60,4.09
10/1/2021,RER,C,RER C,83.60,7.39
10/1/2021,RER,D,RER D,83.60,5.78
10/1/2021,RER,E,RER E,83.60,17.20
10/1/2021,Transilien,H,Paris Nord Ouest,83.60,11.23
10/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,11.26
10/1/2021,Transilien,K,Paris Nord Crépy,83.60,5.14
10/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,11.08
10/1/2021,Transilien,N,Paris Montparnasse,83.60,12.09
10/1/2021,Transilien,P,Paris Est,83.60,8.34
10/1/2021,Transilien,R,Paris Sud Est,83.60,4.03
10/1/2021,Transilien,U,La Verrière - La Défense,83.60,15.06
11/1/2021,RER,A,RER A,83.60,6.17
11/1/2021,RER,B,RER B,83.60,4.28
11/1/2021,RER,C,RER C,83.60,7.44
11/1/2021,RER,D,RER D,83.60,5.89
11/1/2021,RER,E,RER E,83.60,15.44
11/1/2021,Transilien,H,Paris Nord Ouest,83.60,26.59
11/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,11.04
11/1/2021,Transilien,K,Paris Nord Crépy,83.60,14.31
11/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,12.83
11/1/2021,Transilien,N,Paris Montparnasse,83.60,10.78
11/1/2021,Transilien,P,Paris Est,83.60,7.08
11/1/2021,Transilien,R,Paris Sud Est,83.60,8.12
11/1/2021,Transilien,U,La Verrière - La Défense,83.60,14.83
12/1/2021,RER,A,RER A,83.60,8.08
12/1/2021,RER,B,RER B,83.60,4.79
12/1/2021,RER,C,RER C,83.60,9.59
12/1/2021,RER,D,RER D,83.60,7.05
12/1/2021,RER,E,RER E,83.60,22.01
12/1/2021,Transilien,H,Paris Nord Ouest,83.60,29.46
12/1/2021,Transilien,J,Paris Saint-Lazare Nord,83.60,17.80
12/1/2021,Transilien,K,Paris Nord Crépy,83.60,32.14
12/1/2021,Transilien,L,Paris Saint-Lazare Sud,83.60,19.07
12/1/2021,Transilien,N,Paris Montparnasse,83.60,22.35
12/1/2021,Transilien,P,Paris Est,83.60,13.04
12/1/2021,Transilien,R,Paris Sud Est,83.60,8.22
12/1/2021,Transilien,U,La Verrière - La Défense,83.60,34.45
1/1/2022,RER,A,RER A,83.60,7.50
1/1/2022,RER,B,RER B,83.60,6.41
1/1/2022,RER,C,RER C,83.60,7.10
1/1/2022,RER,D,RER D,83.60,9.80
1/1/2022,RER,E,RER E,83.60,15.91
1/1/2022,Transilien,H,Paris Nord Ouest,83.60,25.39
1/1/2022,Transilien,J,Paris Saint-Lazare Nord,83.60,12.37
1/1/2022,Transilien,K,Paris Nord Crépy,83.60,16.97
1/1/2022,Transilien,L,Paris Saint-Lazare Sud,83.60,10.60
1/1/2022,Transilien,N,Paris Montparnasse,83.60,19.10
1/1/2022,Transilien,P,Paris Est,83.60,9.57
1/1/2022,Transilien,R,Paris Sud Est,83.60,9.71
2/1/2022,RER,A,RER A,83.60,12.33
2/1/2022,RER,B,RER B,83.60,5.65
2/1/2022,RER,C,RER C,83.60,10.92
2/1/2022,RER,D,RER D,83.60,6.27
2/1/2022,RER,E,RER E,83.60,14.41
2/1/2022,Transilien,H,Paris Nord Ouest,83.60,23.29
2/1/2022,Transilien,J,Paris Saint-Lazare Nord,83.60,21.56
2/1/2022,Transilien,K,Paris Nord Crépy,83.60,12.10
2/1/2022,Transilien,L,Paris Saint-Lazare Sud,83.60,22.52
2/1/2022,Transilien,N,Paris Montparnasse,83.60,27.79
2/1/2022,Transilien,P,Paris Est,83.60,8.87
2/1/2022,Transilien,R,Paris Sud Est,83.60,10.71
3/1/2022,RER,A,RER A,83.60,10.24
3/1/2022,RER,B,RER B,83.60,6.09
3/1/2022,RER,C,RER C,83.60,10.89
3/1/2022,RER,D,RER D,83.60,7.15
3/1/2022,RER,E,RER E,83.60,12.17
3/1/2022,Transilien,H,Paris Nord Ouest,83.60,28.45
3/1/2022,Transilien,J,Paris Saint-Lazare Nord,83.60,15.49
3/1/2022,Transilien,K,Paris Nord Crépy,83.60,28.29
3/1/2022,Transilien,L,Paris Saint-Lazare Sud,83.60,17.12
3/1/2022,Transilien,N,Paris Montparnasse,83.60,20.57
3/1/2022,Transilien,P,Paris Est,83.60,7.76
3/1/2022,Transilien,R,Paris Sud Est,83.60,8.45
4/1/2022,RER,A,RER A,83.60,10.30
4/1/2022,RER,B,RER B,83.60,5.26
4/1/2022,RER,C,RER C,83.60,9.31
4/1/2022,RER,D,RER D,83.60,6.79
